Easting Northing Q1 I1 Q05 I05 elevation
741652.509 3669694.484 115.02 1.44 74.3 0.42 64.842
741652.973 3669694.484 114.63 1.39 74.34 0.43 64.809
741653.482 3669694.484 116.7 1.5 75.16 0.43 64.773
741654.133 3669694.485 116.23 1.44 75.13 0.43 64.761
741655.62 3669694.486 114.39 1.47 74.19 0.45 64.797
741655.885 3669694.483 114.78 1.44 75.2 0.45 64.799
741656.342 3669694.478 114.51 1.37 73.13 0.45 64.804
741656.875 3669694.472 111.85 1.37 72 0.43 64.809
741657.394 3669694.463 111.58 1.34 71.14 0.43 64.812
741658.441 3669694.423 111.11 1.31 70.79 0.42 64.807
741659.341 3669694.387 111.38 1.35 71.38 0.42 64.811
741659.836 3669694.364 112.24 1.37 71.3 0.44 64.825
741660.257 3669694.344 111.15 1.38 71.41 0.46 64.837
741660.753 3669694.321 111.5 1.44 72.63 0.45 64.851
741661.669 3669694.286 113.06 1.41 72.55 0.46 64.866
741662.889 3669694.242 111.77 1.41 71.84 0.47 64.88
741663.505 3669694.225 111.38 1.42 72.43 0.46 64.878
741663.943 3669694.212 112.56 1.39 72.94 0.46 64.877
741664.469 3669694.198 111.89 1.41 72.94 0.46 64.875
741665.288 3669694.174 113.26 1.45 72.43 0.48 64.884
741666.142 3669694.15 113.22 1.46 71.73 0.49 64.893
741667.121 3669694.119 112.01 1.44 72.08 0.48 64.894
741667.494 3669694.107 113.81 1.44 72.27 0.45 64.892
741667.959 3669694.092 113.22 1.4 71.96 0.46 64.891
741669.059 3669694.055 111.7 1.41 72.31 0.45 64.886
741670.021 3669694.022 113.06 1.38 72.31 0.44 64.881
741671.022 3669693.988 112.36 1.37 71.41 0.45 64.905
741671.143 3669693.983 112.13 1.44 70.24 0.46 64.909
741671.627 3669693.966 111.46 1.48 69.62 0.46 64.924
741673.028 3669693.922 109.51 1.47 69.03 0.46 64.94
741673.897 3669693.897 111.46 1.5 70.01 0.46 64.938
741674.509 3669693.888 111.34 1.5 69.62 0.47 64.945
741674.871 3669693.887 112.01 1.51 70.13 0.48 64.951
741675.357 3669693.885 112.09 1.5 69.58 0.47 64.96
741675.923 3669693.883 110.76 1.53 68.84 0.47 64.971
741676.681 3669693.883 111.38 1.58 68.91 0.47 64.97
741678.349 3669693.883 109.82 1.57 68.21 0.48 64.958
741678.885 3669693.87 109.9 1.58 68.21 0.48 64.968
741679.33 3669693.86 109.59 1.56 67.08 0.47 64.976
741680.043 3669693.842 108.41 1.57 67.51 0.47 64.99
741680.887 3669693.827 109.31 1.55 67.27 0.48 64.991
741681.937 3669693.811 109.27 1.51 67.39 0.46 64.989
741682.651 3669693.811 110.8 1.54 67.63 0.45 64.998
741683.25 3669693.818 110.06 1.5 66.45 0.44 65.013
741683.677 3669693.823 107.05 1.52 65.59 0.46 65.024
741684.104 3669693.829 108.18 1.57 66.26 0.45 65.034
741685.728 3669693.877 108.92 1.56 65.98 0.44 65.054
741686.479 3669693.894 107.83 1.53 65.52 0.44 65.055
741686.93 3669693.9 108.96 1.53 66.34 0.44 65.051
741687.381 3669693.906 108.88 1.49 66.8 0.43 65.048
741687.913 3669693.913 108.53 1.52 65.83 0.43 65.044
741688.832 3669693.903 108.34 1.46 65.2 0.41 65.054
741689.936 3669693.887 106.66 1.43 63.6 0.41 65.064
741690.529 3669693.872 105.91 1.4 63.95 0.4 65.044
741691.025 3669693.86 107.28 1.41 63.68 0.39 65.027
741692.405 3669693.821 106.27 1.42 64.11 0.4 64.982
741692.55 3669693.816 106.31 1.48 64.42 0.41 64.978
741693.468 3669693.787 107.48 1.44 65.2 0.41 64.953
741693.959 3669693.784 108.14 1.44 64.66 0.41 64.973
741694.447 3669693.78 107.83 1.49 64.54 0.41 64.994
741695.1 3669693.775 107.56 1.47 64.46 0.42 65.021
741695.63 3669693.776 107.09 1.47 64.93 0.4 65.021
741696.49 3669693.779 108.69 1.46 66.77 0.4 65.021
741697.076 3669693.777 110.56 1.45 67.94 0.4 65.032
741697.432 3669693.774 110.17 1.43 67.2 0.42 65.044
741697.857 3669693.771 110.41 1.48 66.53 0.42 65.058
741698.318 3669693.767 110.09 1.48 66.3 0.43 65.074
741699.084 3669693.76 110.02 1.47 66.92 0.41 65.073
741700.049 3669693.751 111.46 1.47 68.13 0.42 65.07
741700.535 3669693.747 113.22 1.52 69.15 0.41 65.079
741701.017 3669693.743 113.84 1.47 69.89 0.42 65.088
741701.541 3669693.739 114.12 1.51 70.87 0.43 65.098
741702.49 3669693.722 115.21 1.51 70.95 0.42 65.111
741703.596 3669693.693 114.78 1.53 69.93 0.43 65.117
741703.981 3669693.675 113.61 1.51 70.44 0.42 65.111
741704.4 3669693.656 115.56 1.51 71.57 0.42 65.104
741704.782 3669693.638 115.72 1.5 72.35 0.43 65.097
741705.581 3669693.596 116.07 1.52 72.9 0.44 65.098
741706.433 3669693.549 117.52 1.52 72.98 0.44 65.104
741707.008 3669693.527 117.13 1.52 73.45 0.44 65.093
741707.631 3669693.508 116.97 1.54 73.8 0.43 65.074
741708.089 3669693.493 118.77 1.5 74.54 0.41 65.06
741708.732 3669693.507 118.45 1.47 73.25 0.41 65.049
741709.618 3669693.541 116.77 1.49 72.82 0.42 65.038
741709.996 3669693.563 116.19 1.52 73.37 0.43 65.037
741710.387 3669693.595 117.05 1.52 74.89 0.44 65.038
741710.54 3669693.608 117.01 1.49 74.5 0.43 65.039
741710.801 3669693.629 117.75 1.49 74.93 0.43 65.04
741712.35 3669693.737 118.06 1.48 76.34 0.44 65.049
741712.419 3669693.74 119.27 1.5 77.27 0.45 65.046
741712.942 3669693.765 120.6 1.56 78.76 0.47 65.024
741712.965 3669693.766 119.9 1.58 79.89 0.48 65.023
741713.237 3669693.779 120.48 1.54 80.75 0.45 65.011
741713.672 3669693.803 120.84 1.47 80.13 0.43 65.045
741714.19 3669693.831 121.58 1.41 78.91 0.43 65.088
741714.432 3669693.834 121.03 1.41 77.31 0.45 65.098
741714.917 3669693.84 118.84 1.43 75.83 0.48 65.119
741715.098 3669693.84 116.34 1.49 74.62 0.48 65.12
741715.441 3669693.837 114.94 1.51 74.54 0.47 65.111
741715.772 3669693.836 114.74 1.5 75.55 0.46 65.103
741715.952 3669693.856 115.8 1.49 76.3 0.47 65.103
741716.272 3669693.893 117.13 1.47 77.47 0.49 65.102
741716.492 3669693.918 117.83 1.49 77.82 0.5 65.102
741716.813 3669693.952 116.5 1.55 78.45 0.5 65.101
741717.23 3669693.997 115.37 1.57 78.45 0.48 65.1
741717.518 3669694.027 114.39 1.45 78.09 0.47 65.094
741717.715 3669694.047 115.99 1.36 79.03 0.47 65.083
741717.895 3669694.065 115.95 1.24 79.23 0.44 65.074
741718.108 3669694.087 114.55 1.09 79.3 0.43 65.062
741718.55 3669694.125 112.75 0.95 79.58 0.42 65.055
741718.947 3669694.157 111.89 0.82 80.32 0.41 65.051
741719.614 3669694.17 111.11 0.56 81.02 0.4 65.042
741719.656 3669694.17 112.32 0.35 81.3 0.38 65.042
741719.783 3669694.165 114.9 0.29 80.83 0.39 65.044
741720.388 3669694.113 113.73 0.13 80.09 0.4 65.073
741720.483 3669694.1 112.28 0.09 78.91 0.41 65.074
741720.931 3669694.029 110.84 0.07 77.94 0.4 65.071
741721.027 3669694.014 107.56 -0.11 77.12 0.4 65.07
741722.002 3669693.769 106.62 -0.2 76.45 0.41 65.1
741722.036 3669693.757 105.72 -0.25 75.44 0.4 65.1
741722.087 3669693.738 106.77 -0.09 74.77 0.4 65.098
741722.19 3669693.7 106.93 -0.16 73.21 0.41 65.096
741722.326 3669693.65 105.09 -0.39 73.02 0.41 65.093
741722.547 3669693.569 106.62 -0.14 73.09 0.41 65.089
741722.798 3669693.443 105.29 -0.32 73.52 0.44 65.073
741723.062 3669693.28 104.86 -0.29 74.81 0.45 65.049
741723.291 3669693.126 105.25 -0.17 76.38 0.44 65.03
741723.457 3669693.003 106.23 -0.1 77.9 0.43 65.018
741723.61 3669692.89 107.98 -0.07 79.77 0.41 65.008
741723.797 3669692.743 111.62 0.19 80.98 0.39 65
741724.123 3669692.451 113.57 0.33 80.28 0.41 65.008
741724.549 3669692.009 113.02 0.39 78.91 0.43 65.004
741724.561 3669691.995 112.24 0.46 78.88 0.44 65.003
741724.644 3669691.901 111.23 0.67 79.15 0.43 65.001
741724.804 3669691.707 111.93 0.82 77.98 0.42 64.996
741724.982 3669691.361 111.7 0.86 75.98 0.43 64.993
741725.172 3669690.973 111.58 0.83 77.2 0.41 64.983
741725.241 3669690.786 113.49 0.97 79.38 0.38 64.967
741725.323 3669690.562 116.34 1.12 81.77 0.42 64.948
741725.434 3669690.262 119.16 1.31 85.4 0.43 64.922
741725.521 3669689.876 121.62 1.42 89.07 0.43 64.877
741725.604 3669689.461 126.31 1.53 92.27 0.44 64.827
741725.631 3669689.176 129.23 1.56 95.28 0.47 64.814
741725.635 3669688.978 130.45 1.56 95.95 0.44 64.817
741725.64 3669688.743 131.46 1.52 95.36 0.41 64.82
741725.637 3669688.488 132.67 1.46 95.36 0.39 64.824
741725.557 3669688.056 131.54 1.46 93.72 0.38 64.83
741725.467 3669687.629 129.86 1.49 90.67 0.4 64.828
741725.365 3669687.264 128.73 1.47 90.24 0.44 64.805
741725.308 3669687.058 128.22 1.45 89.19 0.45 64.792
741725.179 3669686.696 126.73 1.39 88.25 0.46 64.776
741725.003 3669686.305 124.66 1.36 88.25 0.48 64.77
741724.755 3669685.844 123.96 1.37 87.86 0.47 64.748
741724.561 3669685.607 123.45 1.48 87.63 0.49 64.714
741724.35 3669685.35 125.17 1.53 90.36 0.47 64.676
741724.155 3669685.113 129.78 1.55 92.9 0.42 64.641
741723.654 3669684.669 133.02 1.56 93.52 0.44 64.668
741723.218 3669684.311 132.09 1.6 91.8 0.44 64.695
741722.87 3669684.142 129.23 1.61 90.24 0.43 64.689
741722.597 3669684.008 128.69 1.67 89.89 0.44 64.685
741722.299 3669683.863 130.41 1.7 90.83 0.45 64.68
741721.881 3669683.716 131.62 1.7 91.92 0.45 64.658
741720.574 3669683.457 131.5 1.73 94.81 0.46 64.579
741720.259 3669683.447 133.3 1.71 97 0.46 64.578
741719.848 3669683.434 134.82 1.71 95.4 0.45 64.577
741719.366 3669683.458 131.07 1.74 92.66 0.47 64.577
741718.746 3669683.545 127.95 1.7 91.49 0.45 64.578
741718.032 3669683.661 129.43 1.66 90.79 0.45 64.579
741717.769 3669683.718 129.08 1.65 89.7 0.44 64.578
741717.391 3669683.801 126.07 1.64 88.05 0.45 64.578
741716.983 3669683.889 125.52 1.62 87.51 0.43 64.577
741716.28 3669684.059 126.81 1.62 88.05 0.41 64.572
741715.577 3669684.23 126.7 1.61 87.27 0.42 64.566
741715.334 3669684.284 125.99 1.62 87.23 0.44 64.563
741715.069 3669684.343 125.91 1.63 88.09 0.44 64.56
741714.738 3669684.417 127.67 1.61 87.98 0.44 64.555
741714.379 3669684.484 128.81 1.57 87.94 0.43 64.555
741713.779 3669684.586 128.69 1.59 88.17 0.43 64.558
741713.128 3669684.662 126.58 1.61 87.7 0.43 64.546
741713.078 3669684.667 126.73 1.6 87.55 0.42 64.545
741712.727 3669684.7 128.65 1.56 87.94 0.4 64.535
741712.476 3669684.723 130.8 1.55 87.16 0.4 64.528
741711.516 3669684.784 129.51 1.55 85.75 0.41 64.539
741711.029 3669684.816 127.87 1.55 85.32 0.4 64.54
741710.619 3669684.849 129.39 1.54 84.46 0.39 64.531
741710.001 3669684.898 130.09 1.52 83.95 0.38 64.518
741709.597 3669684.923 128.73 1.51 83.25 0.39 64.507
741709.018 3669684.953 128.69 1.5 84.07 0.39 64.489
741708.616 3669684.974 130.56 1.52 84.27 0.38 64.476
741708.105 3669684.988 129.78 1.53 82.39 0.39 64.473
741707.525 3669684.991 127.13 1.49 81.8 0.4 64.482
741707.112 3669684.994 126.7 1.53 80.63 0.41 64.489
741705.743 3669684.974 126.27 1.52 79.81 0.41 64.486
741705.064 3669684.959 125.48 1.5 79.97 0.41 64.483
741704.576 3669684.946 126.23 1.51 79.42 0.39 64.486
741704.134 3669684.935 125.33 1.52 78.76 0.41 64.489
741703.513 3669684.918 123.06 1.51 77.43 0.4 64.493
741702.543 3669684.888 123.41 1.52 77.43 0.4 64.466
741701.335 3669684.853 123.18 1.56 76.77 0.4 64.437
741701.192 3669684.851 122.05 1.57 76.41 0.41 64.437
741700.648 3669684.84 122.59 1.64 76.22 0.41 64.437
741700.325 3669684.834 121.73 1.62 75.16 0.43 64.437
741699.89 3669684.826 120.52 1.63 74.42 0.43 64.437
741699.108 3669684.821 120.64 1.65 74.07 0.43 64.437
741698.398 3669684.818 119.66 1.64 73.52 0.43 64.437
741697.65 3669684.818 119.2 1.65 73.48 0.44 64.431
741696.875 3669684.825 119.08 1.69 72.63 0.43 64.416
741696.219 3669684.831 116.7 1.67 71.1 0.45 64.403
741695.611 3669684.838 115.88 1.66 70.63 0.45 64.401
741694.944 3669684.848 114.23 1.65 69.38 0.46 64.402
741694.424 3669684.855 113.77 1.63 69.11 0.46 64.403
741692.51 3669684.886 113.65 1.64 68.99 0.45 64.372
741691.639 3669684.911 112.05 1.61 66.96 0.46 64.346
741691.243 3669684.925 112.24 1.61 67.74 0.45 64.333
741690.182 3669684.96 113.45 1.65 67.16 0.44 64.298
741689.392 3669684.976 110.84 1.64 66.41 0.44 64.289
741689.142 3669684.982 112.24 1.67 67.82 0.45 64.286
741688.56 3669684.994 113.41 1.68 68.09 0.45 64.279
741687.736 3669685.013 113.61 1.66 69.03 0.47 64.272
741686.587 3669685.043 114.66 1.66 69.07 0.46 64.265
741685.85 3669685.074 113.45 1.61 69.27 0.46 64.27
741685.343 3669685.1 113.96 1.61 70.32 0.45 64.277
741684.877 3669685.123 113.69 1.65 70.36 0.45 64.282
741684.216 3669685.154 112.44 1.62 69.62 0.46 64.283
741682.932 3669685.199 113.3 1.62 68.84 0.46 64.248
741682.051 3669685.231 113.34 1.64 68.48 0.47 64.239
741681.516 3669685.25 114.66 1.6 69.81 0.45 64.245
741680.982 3669685.27 115.29 1.6 69.58 0.44 64.252
741680.362 3669685.293 113.81 1.56 69.15 0.45 64.257
741679.362 3669685.341 115.17 1.58 69.5 0.44 64.24
741678.294 3669685.389 115.02 1.61 68.88 0.45 64.223
741677.705 3669685.4 115.6 1.58 69.89 0.43 64.215
741677.163 3669685.411 115.64 1.57 69.81 0.45 64.207
741676.57 3669685.422 115.37 1.56 71.06 0.43 64.199
741675.555 3669685.451 116.85 1.56 71.8 0.43 64.209
741674.349 3669685.486 116.97 1.58 70.48 0.44 64.223
741673.868 3669685.497 116.19 1.54 70.83 0.42 64.213
741673.078 3669685.515 116.7 1.58 70.95 0.42 64.196
741672.084 3669685.538 116.27 1.59 71.22 0.43 64.177
741671.823 3669685.546 116.62 1.56 71.8 0.42 64.173
741670.551 3669685.58 116.85 1.56 72.47 0.43 64.155
741669.767 3669685.6 116.58 1.58 72.08 0.42 64.125
741669.186 3669685.614 116.66 1.58 71.73 0.44 64.095
741668.512 3669685.63 116.19 1.59 72.43 0.45 64.06
741667.934 3669685.638 117.48 1.56 73.29 0.43 64.052
741666.682 3669685.648 116.27 1.58 71.38 0.44 64.066
741665.951 3669685.657 115.68 1.57 71.73 0.43 64.067
741665.431 3669685.668 116.23 1.61 71.49 0.46 64.061
741664.49 3669685.687 115.6 1.6 71.3 0.46 64.05
741663.847 3669685.702 115.68 1.57 71.49 0.45 64.046
741662.852 3669685.727 114.08 1.56 71.18 0.46 64.045
741661.524 3669685.755 113.26 1.55 70.71 0.45 64.029
741661.044 3669685.764 111.93 1.6 69.46 0.46 64.02
741660.328 3669685.777 111.73 1.58 69.66 0.47 64.005
741659.425 3669685.785 112.52 1.59 69.81 0.47 63.99
741658.621 3669685.79 113.57 1.63 69.73 0.48 63.977
741657.875 3669685.798 113.57 1.65 69.81 0.47 63.971
741657.28 3669685.806 112.09 1.62 69.58 0.49 63.973
741656.638 3669685.814 112.2 1.62 70.28 0.47 63.975
741655.907 3669685.823 113.18 1.61 69.46 0.47 63.974
741654.743 3669685.836 112.4 1.62 69.23 0.46 63.964
741653.9 3669685.845 114.82 1.63 70.59 0.47 63.954
741653.221 3669685.852 116.15 1.62 73.13 0.47 63.942
741652.542 3669685.859 118.73 1.63 74.42 0.47 63.93
741651.867 3669685.858 119.7 1.62 74.7 0.48 63.918
741650.76 3669685.834 118.69 1.61 75.16 0.5 63.903
741649.934 3669685.817 120.02 1.66 76.53 0.51 63.896
741649.387 3669685.805 121.34 1.62 76.06 0.51 63.897
741648.837 3669685.794 120.33 1.61 76.57 0.5 63.899
741648.163 3669685.782 121.46 1.6 76.8 0.5 63.902
741647.323 3669685.786 120.64 1.64 76.61 0.52 63.907
741646.323 3669685.791 121.42 1.66 77.16 0.5 63.914
741645.856 3669685.791 122.56 1.7 76.77 0.51 63.906
741645.352 3669685.792 121.11 1.68 78.09 0.5 63.898
741644.926 3669685.792 124.04 1.66 79.81 0.47 63.891
741644.33 3669685.792 125.33 1.61 79.42 0.47 63.886
741642.62 3669685.788 123.38 1.57 79.19 0.47 63.914
741642.187 3669685.785 125.91 1.59 79.62 0.45 63.915
741641.627 3669685.781 125.6 1.51 78.6 0.45 63.915
741641.023 3669685.777 123.38 1.53 79.15 0.46 63.916
741640.276 3669685.771 125.37 1.54 80.36 0.45 63.918
741639.59 3669685.765 125.17 1.57 80.95 0.45 63.921
741638.88 3669685.761 125.99 1.61 81.14 0.45 63.922
741638.46 3669685.76 127.48 1.62 81.57 0.43 63.92
741637.812 3669685.759 126.15 1.59 81.14 0.44 63.918
741637.546 3669685.759 127.4 1.59 82.78 0.43 63.917
741636.538 3669685.774 128.69 1.56 82.98 0.44 63.902
741635.204 3669685.802 128.69 1.54 84.23 0.44 63.892
741634.778 3669685.813 130.52 1.52 85.98 0.43 63.903
741634.22 3669685.828 130.45 1.52 86.73 0.43 63.917
741633.793 3669685.839 130.21 1.56 86.53 0.44 63.928
741632.869 3669685.851 130.48 1.56 86.84 0.45 63.922
741632.034 3669685.86 130.64 1.57 86.69 0.46 63.913
741631.505 3669685.868 128.96 1.56 85.52 0.45 63.904
741631.081 3669685.875 128.57 1.58 84.19 0.45 63.895
741630.574 3669685.883 128.1 1.59 83.29 0.46 63.885
741629.856 3669685.891 127.2 1.58 83.88 0.45 63.869
741628.32 3669685.896 127.32 1.55 83.52 0.43 63.833
741627.766 3669685.903 124.94 1.55 81.45 0.45 63.827
741627.412 3669685.907 123.06 1.55 81.84 0.43 63.823
741626.858 3669685.914 123.73 1.57 81.49 0.44 63.817
741625.207 3669685.928 121.27 1.56 80.01 0.42 63.786
741624.202 3669685.93 120.95 1.53 79.85 0.41 63.775
741623.723 3669685.929 120.33 1.52 79.5 0.42 63.776
741623.2 3669685.927 119.9 1.52 78.95 0.42 63.776
741621.804 3669685.919 118.22 1.57 76.84 0.44 63.776
741621.346 3669685.916 116.19 1.63 77 0.44 63.775
741620.741 3669685.916 118.69 1.63 78.09 0.44 63.778
741620.218 3669685.923 118.18 1.62 78.33 0.45 63.785
741619.783 3669685.928 117.83 1.61 80.16 0.44 63.79
741619.216 3669685.935 119.86 1.57 79.97 0.42 63.797
741618.205 3669685.987 120.09 1.54 81.1 0.43 63.829
741617.462 3669686.028 122.2 1.58 81.88 0.42 63.853
741616.732 3669686.076 123.34 1.57 82.63 0.43 63.863
741616.293 3669686.106 122.83 1.6 81.96 0.43 63.868
741615.858 3669686.136 123.77 1.58 81.96 0.43 63.874
741615.052 3669686.186 124.2 1.58 80.79 0.43 63.885
741613.291 3669686.298 123.1 1.53 80.79 0.41 63.906
741612.81 3669686.334 124.47 1.58 81.26 0.42 63.91
741612.197 3669686.381 125.25 1.62 82.59 0.46 63.914
741611.52 3669686.431 127.56 1.63 83.41 0.44 63.924
741610.533 3669686.501 127.32 1.61 82.39 0.44 63.943
741609.858 3669686.542 126.5 1.6 84.27 0.46 63.954
741609.202 3669686.572 130.06 1.63 83.95 0.44 63.962
741608.674 3669686.597 129.31 1.66 83.21 0.47 63.968
741608.124 3669686.621 130.33 1.66 85.79 0.46 63.972
741607.204 3669686.66 132.95 1.67 86.41 0.48 63.967
741606.351 3669686.695 132.32 1.68 87.08 0.49 63.964
741605.774 3669686.712 134.16 1.69 87.2 0.5 63.976
741605.319 3669686.727 132.44 1.73 85.91 0.5 63.985
741604.864 3669686.741 131.23 1.69 86.38 0.49 63.995
741604.022 3669686.752 133.88 1.68 88.05 0.49 63.992
741603 3669686.757 134.98 1.71 88.33 0.49 63.979
741602.394 3669686.749 134.16 1.73 89.73 0.47 63.976
741601.517 3669686.733 138.81 1.72 91.45 0.48 63.973
741601.343 3669686.729 139.82 1.7 91.26 0.47 63.972
741600.509 3669686.716 139.74 1.71 91.06 0.48 64.003
741599.357 3669686.699 139.78 1.68 89.5 0.46 64.072
741598.807 3669686.711 137.13 1.6 89.27 0.44 64.077
741598.385 3669686.722 138.26 1.62 90.95 0.44 64.078
741597.749 3669686.74 141.27 1.66 91.8 0.43 64.078
741597.312 3669686.756 138.73 1.64 91.06 0.43 64.08
741596.138 3669686.813 140.48 1.65 92 0.4 64.091
741595.655 3669686.837 142.98 1.69 92.9 0.43 64.097
741595.152 3669686.856 143.34 1.68 92.31 0.44 64.12
741594.295 3669686.89 144.04 1.69 92.98 0.43 64.16
741593.892 3669686.906 143.45 1.68 90.2 0.45 64.178
741592.911 3669686.93 139.51 1.68 89.15 0.46 64.188
741591.926 3669686.954 141.58 1.73 90.05 0.46 64.198
741591.425 3669686.965 140.41 1.72 88.17 0.45 64.199
741590.834 3669686.978 137.71 1.65 87.63 0.42 64.201
741590.289 3669686.99 140.6 1.64 89.19 0.43 64.202
741589.422 3669687.019 140.91 1.69 88.05 0.44 64.229
741588.371 3669687.056 140.6 1.74 87.86 0.44 64.268
741587.81 3669687.074 141.23 1.75 86.8 0.44 64.279
741587.194 3669687.092 138.02 1.72 85.09 0.44 64.289
741586.623 3669687.109 138.45 1.78 87.23 0.43 64.298
741585.904 3669687.128 140.64 1.78 86.3 0.43 64.316
741584.978 3669687.151 137.05 1.73 85.44 0.43 64.34
741584.256 3669687.165 136.89 1.71 85.91 0.42 64.342
741583.831 3669687.171 139.16 1.69 86.41 0.42 64.338
741583.278 3669687.179 137.59 1.73 85.48 0.43 64.332
741582.722 3669687.188 137.32 1.75 86.8 0.43 64.329
741581.864 3669687.206 137.28 1.77 85.59 0.42 64.329
741580.989 3669687.224 134.2 1.77 84.42 0.43 64.333
741580.446 3669687.237 134.7 1.77 81.92 0.43 64.355
741579.854 3669687.251 131.03 1.76 79.3 0.44 64.379
741578.934 3669687.266 127.87 1.75 77.78 0.45 64.408
741578.261 3669687.265 127.67 1.75 76.8 0.44 64.414
741577.17 3669687.264 125.25 1.73 76.45 0.43 64.427
741576.623 3669687.264 125.56 1.74 76.8 0.41 64.445
741576.12 3669687.265 125.41 1.73 76.18 0.41 64.461
741575.57 3669687.265 123.3 1.73 75.59 0.42 64.479
741574.765 3669687.286 123.02 1.72 74.07 0.42 64.513
741573.753 3669687.318 119.31 1.76 70.63 0.44 64.559
741572.985 3669687.347 115.64 1.7 68.68 0.41 64.576
741572.326 3669687.374 115.45 1.72 67.59 0.42 64.58
741571.665 3669687.401 113.92 1.71 66.06 0.44 64.584
741570.888 3669687.42 112.32 1.73 65.28 0.43 64.582
741569.933 3669687.437 111.23 1.71 64.66 0.43 64.577
741568.615 3669687.43 109.66 1.67 62.78 0.42 64.539
741568.029 3669687.419 107.71 1.66 62.08 0.41 64.515
741567.608 3669687.411 107.09 1.66 62.43 0.4 64.497
741564.987 3669687.451 107.2 1.66 61.26 0.4 64.554
741564.827 3669687.456 105.41 1.65 60.91 0.4 64.553
741564.465 3669687.468 106.58 1.67 61.22 0.41 64.553
741564.143 3669687.479 105.91 1.66 61.49 0.39 64.553
741563.863 3669687.488 106.27 1.63 62.04 0.38 64.553
741563.138 3669687.511 105.13 1.58 61.69 0.38 64.562
741561.156 3669687.569 103.45 1.6 60.79 0.37 64.66
741560.492 3669687.581 103.57 1.61 61.14 0.38 64.678
741559.776 3669687.594 102.4 1.59 60.55 0.39 64.697
741559.266 3669687.603 103.1 1.58 60.55 0.4 64.711
741558.307 3669687.606 102.01 1.63 59.3 0.4 64.731
741557.455 3669687.606 101.77 1.59 59.62 0.38 64.748
741556.712 3669687.608 102.01 1.55 58.68 0.37 64.747
741555.984 3669687.611 99.23 1.55 57.9 0.36 64.725
741555.3 3669687.614 100.33 1.5 58.21 0.35 64.704
741554.936 3669687.616 101.34 1.51 58.95 0.35 64.692
741553.454 3669687.656 101.38 1.53 58.84 0.36 64.762
741552.367 3669687.69 99.47 1.54 56.65 0.38 64.802
741551.812 3669687.713 98.26 1.51 56.65 0.37 64.81
741551.345 3669687.731 98.02 1.53 55.52 0.38 64.817
741550.602 3669687.761 95.6 1.5 54.77 0.38 64.827
741549.599 3669687.777 96.42 1.49 55.36 0.37 64.837
741548.167 3669687.799 96.03 1.47 54.66 0.37 64.857
741547.484 3669687.81 96.54 1.46 54.85 0.36 64.882
741546.905 3669687.82 95.68 1.48 54.77 0.35 64.904
741546.078 3669687.835 93.92 1.51 54.15 0.37 64.935
741545.262 3669687.858 93.84 1.5 53.29 0.37 64.966
741543.44 3669687.909 91.38 1.45 51.06 0.36 64.99
741542.779 3669687.927 90.64 1.47 51.34 0.36 64.961
741542.166 3669687.944 91.42 1.46 52.43 0.35 64.935
741541.296 3669687.964 91.38 1.46 52.16 0.35 64.947
741540.156 3669687.985 89.98 1.44 52.43 0.35 64.997
741539.343 3669688.005 89.66 1.45 52 0.34 65.031
741538.608 3669688.029 87.59 1.44 51.22 0.35 65.06
