Easting Northing EcaH1 I1 EcaH05 i05 elevation
741456.715 3669644.182 25.21 -1.67 17.74 -0.91 73.552
741456.173 3669644.194 25.76 -1.7 17.82 -0.91 73.558
741455.63 3669644.206 26.03 -1.69 17.55 -0.92 73.564
741454.793 3669644.226 26.85 -1.67 18.02 -0.94 73.565
741453.516 3669644.256 26.97 -1.66 18.76 -0.94 73.56
741452.897 3669644.26 26.93 -1.68 18.8 -0.93 73.545
741452.322 3669644.262 26.93 -1.72 18.95 -0.95 73.529
741451.558 3669644.264 27.4 -1.73 19.15 -0.95 73.507
741450.77 3669644.268 26.58 -1.76 18.8 -0.95 73.503
741448.93 3669644.292 27.56 -1.7 18.72 -0.94 73.496
741448.339 3669644.313 27.13 -1.71 19.07 -0.94 73.487
741447.884 3669644.328 27.16 -1.76 19.46 -0.96 73.48
741446.119 3669644.375 27.87 -1.7 19.58 -0.95 73.459
741445.156 3669644.398 27.28 -1.71 18.68 -0.94 73.45
741444.461 3669644.414 27.4 -1.73 18.41 -0.94 73.452
741443.867 3669644.428 26.62 -1.75 17.7 -0.94 73.453
741443.321 3669644.44 25.99 -1.74 17.55 -0.95 73.454
741442.196 3669644.471 24.98 -1.7 17.59 -0.93 73.463
741441.257 3669644.498 24.04 -1.69 17.51 -0.93 73.47
741440.618 3669644.51 24.31 -1.72 17.39 -0.93 73.468
741439.858 3669644.524 24.12 -1.74 17.04 -0.93 73.465
741439.405 3669644.532 23.14 -1.69 16.45 -0.92 73.462
741438.562 3669644.544 22.63 -1.7 16.14 -0.9 73.452
741437.633 3669644.557 22.05 -1.74 16.1 -0.91 73.436
741436.776 3669644.565 22.2 -1.76 16.02 -0.91 73.428
741436.169 3669644.565 22.95 -1.78 16.14 -0.91 73.435
741435.446 3669644.564 22.56 -1.78 16.41 -0.91 73.442
741434.501 3669644.557 23.14 -1.8 16.49 -0.92 73.447
741433.707 3669644.546 22.71 -1.81 16.77 -0.93 73.447
741432.936 3669644.536 22.79 -1.79 16.84 -0.92 73.447
741432.433 3669644.541 22.83 -1.81 16.41 -0.92 73.442
741431.793 3669644.548 22.28 -1.78 16.14 -0.92 73.436
741431.29 3669644.553 21.85 -1.74 15.59 -0.91 73.431
741430.157 3669644.572 22.09 -1.75 15.16 -0.91 73.436
741429.086 3669644.594 22.01 -1.77 15.16 -0.93 73.449
741428.637 3669644.607 21.11 -1.79 14.5 -0.93 73.466
741428.143 3669644.622 21.07 -1.74 14.89 -0.92 73.484
741427.609 3669644.639 20.99 -1.72 14.66 -0.91 73.504
741426.669 3669644.676 20.41 -1.73 14.34 -0.88 73.446
741425.978 3669644.704 20.8 -1.75 14.73 -0.89 73.401
741425.463 3669644.717 20.52 -1.76 15.05 -0.9 73.401
741424.943 3669644.729 20.6 -1.77 14.73 -0.9 73.407
741424.535 3669644.738 20.06 -1.73 15.13 -0.9 73.411
741423.96 3669644.746 20.6 -1.73 15.44 -0.9 73.418
741422.75 3669644.755 20.64 -1.77 15.63 -0.91 73.431
741422.403 3669644.754 20.6 -1.78 15.36 -0.91 73.433
741421.942 3669644.752 19.82 -1.78 15.2 -0.92 73.436
741421.518 3669644.75 20.29 -1.82 15.16 -0.93 73.439
741419.903 3669644.74 21.15 -1.81 15.2 -0.92 73.434
741419.396 3669644.743 21.03 -1.78 15.59 -0.91 73.436
741419.03 3669644.751 21.66 -1.78 15.67 -0.91 73.441
741418.597 3669644.76 21.46 -1.81 15.2 -0.92 73.446
741418.131 3669644.77 21.42 -1.83 15.71 -0.94 73.452
741417.278 3669644.811 21.7 -1.82 15.79 -0.93 73.444
741416.348 3669644.858 22.63 -1.8 15.67 -0.93 73.433
741415.749 3669644.888 22.52 -1.74 17.12 -0.86 73.431
741415.392 3669644.905 22.4 -1.73 17.82 -0.82 73.43
741414.777 3669644.934 22.95 -1.71 17 -0.86 73.429
741414.166 3669644.944 22.98 -1.75 16.69 -0.9 73.431
741413.559 3669644.954 22.91 -1.78 17 -0.91 73.433
741413.119 3669644.958 22.87 -1.76 17.04 -0.91 73.439
741412.604 3669644.96 23.34 -1.7 16.77 -0.9 73.451
741412.394 3669644.96 23.81 -1.63 17.12 -0.9 73.456
741411.995 3669644.961 24.12 -1.54 17.16 -0.88 73.455
741411.163 3669644.961 24.27 -1.45 17.47 -0.86 73.42
741410.924 3669644.959 23.57 -1.34 17.04 -0.83 73.43
741410.673 3669644.956 23.92 -1.24 16.92 -0.82 73.445
741410.401 3669644.953 23.84 -0.99 17.23 -0.78 73.462
741410.171 3669644.95 24.43 -0.57 18.09 -0.71 73.476
741409.605 3669644.985 25.6 0.03 19.34 -0.59 73.446
741409.107 3669645.019 28.41 0.78 20.95 -0.46 73.417
741408.728 3669645.054 30.76 1.53 22.9 -0.34 73.425
741408.581 3669645.068 33.69 2.18 23.99 -0.27 73.428
741408.286 3669645.095 36.03 2.66 24.38 -0.24 73.434
741407.821 3669645.124 37.44 2.83 24.46 -0.26 73.435
741407.265 3669645.155 37.63 2.67 24.3 -0.32 73.437
741407.037 3669645.165 36.85 2.16 22.66 -0.43 73.439
741406.787 3669645.175 34.43 1.46 21.53 -0.54 73.442
741406.536 3669645.185 32.28 0.79 21.02 -0.64 73.444
741406.033 3669645.183 31.85 0.21 20.32 -0.72 73.443
741405.679 3669645.177 30.68 -0.28 20.05 -0.79 73.442
741405.417 3669645.171 30.09 -0.67 19.5 -0.83 73.445
741405.209 3669645.166 28.96 -0.99 19.23 -0.86 73.45
741405.019 3669645.161 29.12 -1.18 18.88 -0.87 73.455
741404.794 3669645.155 28.18 -1.35 18.29 -0.9 73.461
741404.281 3669645.143 26.77 -1.41 17.9 -0.91 73.474
741403.843 3669645.136 26.7 -1.51 17.98 -0.92 73.483
741403.483 3669645.143 26.27 -1.59 17.86 -0.92 73.482
741403.227 3669645.148 26.07 -1.64 17.04 -0.91 73.482
741402.872 3669645.153 24.82 -1.71 16.53 -0.91 73.482
741402.505 3669645.153 24.78 -1.77 16.34 -0.91 73.485
741402.168 3669645.153 23.81 -1.76 15.98 -0.91 73.487
741401.861 3669645.148 23.34 -1.77 16.1 -0.91 73.493
741401.654 3669645.144 22.91 -1.75 16.14 -0.91 73.497
741401.347 3669645.139 23.65 -1.75 15.98 -0.91 73.504
741400.878 3669645.147 23.14 -1.74 15.87 -0.91 73.513
741400.388 3669645.158 22.98 -1.75 15.95 -0.93 73.523
741400.131 3669645.169 23.34 -1.77 15.32 -0.94 73.527
741399.917 3669645.179 23.14 -1.76 15.67 -0.94 73.53
741399.66 3669645.191 23.3 -1.75 15.55 -0.92 73.534
741399.268 3669645.209 23.45 -1.74 15.2 -0.91 73.535
741398.816 3669645.229 23.26 -1.73 15.16 -0.9 73.533
741398.42 3669645.243 23.02 -1.75 15.36 -0.91 73.516
741398.178 3669645.25 23.38 -1.72 14.81 -0.9 73.501
741397.911 3669645.257 22.05 -1.67 16.49 -0.89 73.483
741397.628 3669645.263 24.51 -1.71 16.41 -0.88 73.466
741396.777 3669645.272 23.61 -1.66 15.83 -0.85 73.416
741396.525 3669645.285 24.08 -1.61 14.97 -0.82 73.423
741396.275 3669645.306 23.02 -1.57 14.3 -0.79 73.446
741396.046 3669645.325 22.79 -1.57 13.88 -0.78 73.466
741395.69 3669645.355 24.63 -1.51 15.2 -0.81 73.499
741395.19 3669645.408 24.16 -1.49 16.88 -0.85 73.51
741394.425 3669645.485 24.12 -1.48 17.51 -0.87 73.498
741394.138 3669645.492 25.09 -1.47 17.86 -0.87 73.445
741393.874 3669645.498 23.77 -1.55 18.09 -0.87 73.396
741393.513 3669645.507 23.61 -1.59 18.25 -0.88 73.328
741393.007 3669645.467 23.77 -1.66 18.17 -0.91 73.306
741392.413 3669645.41 23.81 -1.72 18.17 -0.94 73.294
741391.976 3669645.355 24.31 -1.75 18.95 -0.95 73.299
741391.622 3669645.306 24.35 -1.79 19.15 -0.96 73.308
741391.238 3669645.253 24.35 -1.82 19.58 -0.96 73.316
741390.777 3669645.208 25.25 -1.85 20.09 -0.97 73.325
741390.09 3669645.152 25.29 -1.84 20.79 -0.99 73.337
741389.612 3669645.131 26.11 -1.82 21.14 -1 73.333
741389.36 3669645.126 26.7 -1.83 21.22 -1.01 73.327
741388.993 3669645.119 27.13 -1.82 20.98 -1.01 73.317
741388.682 3669645.114 25.99 -1.83 21.26 -1.02 73.31
741387.85 3669645.154 26.7 -1.85 20.71 -1.02 73.296
741387.273 3669645.188 26.31 -1.87 20.83 -1.03 73.285
741386.896 3669645.221 27.01 -1.89 20.91 -1.03 73.273
741386.684 3669645.239 26.93 -1.86 20.75 -1.01 73.267
741386.402 3669645.264 27.4 -1.87 20.79 -1.01 73.259
741386.142 3669645.287 27.09 -1.88 21.1 -1.01 73.251
741384.965 3669645.373 27.52 -1.89 20.87 -1.02 73.221
741384.289 3669645.412 26.85 -1.91 20.59 -1.02 73.215
741383.855 3669645.435 27.67 -1.91 20.87 -1.02 73.214
741383.423 3669645.458 27.98 -1.93 20.67 -1.03 73.213
741382.809 3669645.486 27.32 -1.92 20.59 -1.03 73.196
741381.787 3669645.532 28.3 -1.91 20.16 -1.02 73.159
741381.388 3669645.546 28.38 -1.93 20.48 -1.04 73.148
741380.974 3669645.56 28.69 -1.9 21.02 -1.03 73.138
741380.623 3669645.572 28.38 -1.9 21.1 -1.03 73.129
741380.084 3669645.589 28.53 -1.87 21.26 -1.05 73.119
741379.395 3669645.607 28.84 -1.89 21.69 -1.06 73.116
741378.641 3669645.624 29.2 -1.9 21.65 -1.06 73.121
741378.219 3669645.633 29.43 -1.94 21.69 -1.05 73.129
741377.831 3669645.641 28.92 -2 20.87 -1.06 73.137
741377.281 3669645.656 27.91 -2.02 20.91 -1.07 73.137
741376.434 3669645.685 28.02 -2.02 20.55 -1.06 73.111
741375.656 3669645.712 28.61 -2 21.02 -1.05 73.098
741375.297 3669645.725 28.02 -2 21.06 -1.06 73.1
741374.659 3669645.749 27.79 -2.01 21.14 -1.06 73.103
741374.194 3669645.767 28.61 -2 20.95 -1.05 73.102
741373.384 3669645.801 28.73 -1.98 20.71 -1.04 73.093
741372.533 3669645.837 28.34 -1.97 21.22 -1.04 73.084
741372.108 3669645.856 28.88 -1.99 21.22 -1.03 73.082
741371.606 3669645.878 28.77 -2.01 20.95 -1.04 73.081
741371.18 3669645.896 28.73 -1.99 20.79 -1.05 73.08
741370.197 3669645.92 28.45 -1.99 20.79 -1.06 73.075
741368.639 3669645.925 29.27 -2.01 20.63 -1.07 73.057
741367.524 3669645.892 29.74 -1.95 21.3 -1.06 73.023
741367.105 3669645.882 29.9 -1.97 21.65 -1.07 73.015
741365.549 3669645.86 29.74 -2.02 20.95 -1.09 73.042
741364.989 3669645.868 29.16 -2 20.87 -1.1 73.046
741364.557 3669645.886 28.3 -2.03 20.59 -1.09 73.045
741364.043 3669645.906 28.34 -2.03 20.28 -1.11 73.044
741363.614 3669645.923 26.85 -1.98 20.44 -1.09 73.043
741362.444 3669645.961 27.32 -1.97 20.09 -1.08 73.053
741361.488 3669645.99 27.36 -1.96 19.66 -1.09 73.063
741360.939 3669645.98 27.36 -1.95 20.4 -1.1 73.078
741360.111 3669645.965 28.18 -1.96 20.09 -1.1 73.101
741359.458 3669645.952 27.52 -1.96 19.7 -1.1 73.117
741358.884 3669645.936 27.36 -1.99 19.62 -1.1 73.124
741358.256 3669645.919 26.15 -1.96 19.3 -1.1 73.132
741357.194 3669645.894 26.27 -1.97 19.19 -1.11 73.147
741356.884 3669645.888 25.29 -1.97 18.91 -1.1 73.153
741355.766 3669645.867 25.02 -1.97 18.84 -1.09 73.172
741355.043 3669645.861 26.31 -1.98 18.99 -1.09 73.198
741354.004 3669645.854 25.13 -1.98 18.09 -1.1 73.237
741353.322 3669645.843 24.43 -2 18.13 -1.12 73.252
741352.873 3669645.835 24.55 -2 17.9 -1.13 73.259
741352.107 3669645.82 24.55 -1.99 17.63 -1.13 73.271
741351.54 3669645.804 23.96 -2.02 17.66 -1.14 73.28
741350.741 3669645.778 24.08 -2.04 17.7 -1.16 73.292
741349.981 3669645.757 24.31 -2.05 18.05 -1.17 73.307
741349.359 3669645.747 24.51 -2.06 17.94 -1.18 73.327
741348.872 3669645.74 23.77 -2.07 17.47 -1.18 73.342
741348.213 3669645.731 23.38 -2.04 17.08 -1.16 73.364
741347.305 3669645.728 23.06 -2.04 16.69 -1.16 73.396
741346.354 3669645.722 22.52 -2.06 16.88 -1.17 73.431
741345.946 3669645.717 22.71 -2.04 17.08 -1.17 73.447
741345.455 3669645.712 22.32 -2.02 17 -1.16 73.467
741344.965 3669645.707 22.2 -2.02 17.12 -1.16 73.487
741344.08 3669645.705 22.71 -2.02 17.08 -1.15 73.479
741343.173 3669645.705 22.67 -2.03 16.8 -1.12 73.468
741342.776 3669645.708 23.02 -2.02 17.55 -1.12 73.459
741342.411 3669645.71 23.77 -2.01 18.45 -1.12 73.45
741342.011 3669645.713 24 -1.98 19.23 -1.12 73.44
741341.359 3669645.718 23.65 -2 19.93 -1.14 73.439
741340.135 3669645.729 24.82 -2 19.73 -1.14 73.491
741339.553 3669645.733 24.86 -1.98 19.7 -1.14 73.523
741338.995 3669645.736 23.81 -1.99 18.25 -1.12 73.557
741338.592 3669645.738 22.13 -1.98 17.47 -1.12 73.583
741337.727 3669645.738 21.62 -1.98 17.63 -1.13 73.616
741336.799 3669645.733 21.54 -1.95 17.7 -1.1 73.636
741336.218 3669645.74 21.66 -1.96 17.39 -1.1 73.647
741335.643 3669645.756 21.7 -1.95 17.31 -1.1 73.659
741335.194 3669645.768 21.62 -1.9 17 -1.1 73.668
741334.764 3669645.784 21.42 -1.94 16.65 -1.11 73.676
741334.12 3669645.827 20.88 -1.95 16.8 -1.12 73.687
741333.326 3669645.881 20.25 -1.98 16.69 -1.13 73.7
741332.927 3669645.914 20.33 -2 17 -1.15 73.711
741332.328 3669645.967 19.94 -1.99 16.61 -1.15 73.73
741331.45 3669646.052 19.63 -1.95 16.8 -1.14 73.754
741331.044 3669646.102 19.74 -1.94 16.92 -1.14 73.76
741330.287 3669646.197 19.66 -1.91 16.8 -1.14 73.771
741329.715 3669646.304 19.39 -1.86 16.69 -1.12 73.771
741329.41 3669646.374 19.08 -1.87 16.57 -1.12 73.769
741328.971 3669646.476 18.26 -1.92 16.38 -1.13 73.765
741328.455 3669646.61 18.49 -1.95 16.49 -1.13 73.76
741327.392 3669647.067 19.08 -1.97 16.1 -1.13 73.744
741326.858 3669647.369 18.14 -1.95 14.77 -1.1 73.742
741326.466 3669647.661 17.87 -1.96 14.62 -1.08 73.748
741326.107 3669647.929 16.73 -1.99 13.64 -1.09 73.753
741325.744 3669648.268 16.73 -1.99 13.56 -1.1 73.756
741325.304 3669648.891 17.16 -2.02 14.62 -1.12 73.751
741324.878 3669649.679 17.75 -1.98 15.52 -1.12 73.756
741324.806 3669649.891 18.81 -1.94 14.97 -1.11 73.761
741324.66 3669650.319 18.1 -1.9 14.15 -1.09 73.772
741324.506 3669650.893 18.77 -1.87 14.03 -1.07 73.783
741324.464 3669652.425 19.31 -1.82 16.18 -1.1 73.781
741324.555 3669652.817 19.78 -1.84 17.08 -1.09 73.783
741324.646 3669653.212 19.74 -1.85 15.59 -1.07 73.786
741324.722 3669653.539 19.31 -1.93 15.67 -1.09 73.788
741324.995 3669654.155 18.81 -1.99 15.4 -1.1 73.791
741325.4 3669654.862 18.88 -2.01 17 -1.11 73.795
741325.86 3669655.432 20.09 -2.03 19.42 -1.11 73.785
741326.166 3669655.708 19.94 -2.01 17.47 -1.1 73.771
741326.596 3669656.094 19.04 -2.06 15.05 -1.11 73.752
741327.003 3669656.386 19.63 -2.12 14.81 -1.12 73.736
741328.218 3669656.921 18.45 -2.19 14.07 -1.13 73.696
741328.835 3669657.077 18.22 -2.28 14.5 -1.12 73.684
741329.247 3669657.131 17.52 -2.37 13.88 -1.11 73.68
741329.865 3669657.213 16.73 -2.46 13.6 -1.11 73.673
741330.362 3669657.232 17.59 -2.48 13.52 -1.1 73.663
741331.112 3669657.163 18.65 -2.56 13.21 -1.1 73.636
741332.074 3669657.049 18.41 -2.54 13.56 -1.11 73.603
741332.449 3669656.967 18.84 -2.53 13.45 -1.12 73.592
741333.033 3669656.84 19.27 -2.49 13.64 -1.11 73.575
741333.491 3669656.74 18.57 -2.45 13.76 -1.11 73.561
741334.378 3669656.535 18.84 -2.47 14.11 -1.11 73.53
741335.434 3669656.292 18.45 -2.43 13.88 -1.12 73.491
741335.955 3669656.192 18.81 -2.37 13.99 -1.13 73.474
741336.355 3669656.114 19.82 -2.34 14.73 -1.13 73.461
741336.876 3669656.014 19.7 -2.31 14.85 -1.12 73.444
741337.828 3669655.87 20.37 -2.29 14.93 -1.12 73.422
741339.083 3669655.706 20.45 -2.26 15.48 -1.1 73.4
741339.556 3669655.663 20.95 -2.25 15.75 -1.1 73.384
741340.244 3669655.601 21.85 -2.24 16.18 -1.1 73.361
741340.587 3669655.57 22.59 -2.23 16.77 -1.11 73.35
741341.252 3669655.517 23.34 -2.22 17.08 -1.1 73.335
741342.354 3669655.449 24.27 -2.19 16.96 -1.09 73.329
741343.24 3669655.406 23.73 -2.2 16.77 -1.08 73.315
741343.957 3669655.385 23.34 -2.15 17.27 -1.09 73.292
741344.528 3669655.369 23.73 -2.16 17.2 -1.09 73.273
741345.027 3669655.356 23.73 -2.17 16.73 -1.1 73.26
741346.01 3669655.333 22.63 -2.17 16.38 -1.11 73.25
741346.967 3669655.312 22.63 -2.17 15.98 -1.11 73.236
741347.699 3669655.3 23.22 -2.16 16.18 -1.11 73.184
741348.273 3669655.291 23.1 -2.17 16.57 -1.12 73.144
741348.951 3669655.28 23.53 -2.18 16.57 -1.13 73.096
741349.967 3669655.257 24 -2.2 17.16 -1.13 73.06
741351.118 3669655.231 24.12 -2.22 17.12 -1.13 73.021
741351.683 3669655.213 24.63 -2.2 17.55 -1.13 73.01
741352.386 3669655.191 24.2 -2.21 17.43 -1.14 72.996
741352.761 3669655.18 24.08 -2.25 17.63 -1.15 72.989
741353.614 3669655.15 24.16 -2.24 18.02 -1.15 72.972
741354.665 3669655.11 24.47 -2.23 17.98 -1.15 72.949
741355.582 3669655.08 23.81 -2.24 17.94 -1.15 72.928
741356.639 3669655.059 24.78 -2.21 18.48 -1.14 72.9
741356.89 3669655.054 24.98 -2.21 18.52 -1.14 72.893
741357.7 3669655.042 25.33 -2.21 18.37 -1.14 72.878
741358.836 3669655.032 26.23 -2.22 18.84 -1.14 72.874
741359.858 3669655.025 26.58 -2.17 18.8 -1.12 72.861
741361.012 3669655.02 26.54 -2.18 18.76 -1.08 72.83
741361.314 3669655.019 26.7 -2.19 18.95 -1.08 72.822
741361.609 3669655.017 27.75 -2.15 19.7 -1.07 72.814
741362.681 3669655.011 27.87 -2.18 20.24 -1.06 72.797
741363.919 3669655.004 26.89 -2.21 20.24 -1.06 72.781
741364.415 3669655.002 27.4 -2.19 19.73 -1.05 72.777
741364.865 3669654.999 26.58 -2.18 19.62 -1.06 72.774
741365.45 3669654.996 27.01 -2.18 19.93 -1.04 72.77
741366.505 3669654.992 27.13 -2.19 19.66 -1.03 72.745
741367.669 3669654.988 26.93 -2.21 19.11 -1.04 72.715
741368.343 3669654.988 27.09 -2.23 19.15 -1.04 72.706
741368.774 3669654.989 27.13 -2.24 19.19 -1.04 72.701
741369.498 3669654.99 26.54 -2.22 19.58 -1.04 72.691
741370.296 3669654.976 27.44 -2.23 19.15 -1.05 72.673
741371.422 3669654.952 27.13 -2.23 19.07 -1.05 72.646
741372.061 3669654.936 26.93 -2.19 18.72 -1.03 72.635
741372.697 3669654.918 26.66 -2.17 18.29 -1.02 72.629
741373.844 3669654.887 25.41 -2.16 17.7 -1.02 72.618
741375.098 3669654.878 23.92 -2.19 16.77 -1.01 72.609
741376.014 3669654.869 24.78 -2.18 17.55 -1 72.601
741376.619 3669654.855 25.37 -2.17 17.39 -1.01 72.595
741377.317 3669654.839 25.09 -2.14 17.2 -1 72.587
741377.738 3669654.83 25.21 -2.12 17 -0.99 72.583
741378.81 3669654.792 24.98 -2.1 17.35 -0.99 72.573
741379.792 3669654.755 25.33 -2.12 17.43 -0.99 72.565
741380.666 3669654.728 25.09 -2.12 17.35 -0.99 72.561
741381.4 3669654.707 24.51 -2.13 17.47 -0.99 72.56
741382.021 3669654.69 25.09 -2.14 17.63 -0.99 72.558
741382.681 3669654.671 24.82 -2.16 17.98 -0.99 72.559
741383.396 3669654.651 24.86 -2.16 17.9 -0.98 72.561
741384.002 3669654.634 24.7 -2.13 17.55 -0.98 72.562
741384.795 3669654.616 25.29 -2.15 17.2 -0.97 72.536
741385.677 3669654.598 25.33 -2.17 17.55 -0.98 72.5
741386.49 3669654.585 25.33 -2.15 17.78 -0.97 72.472
741387.979 3669654.577 25.21 -2.14 17.35 -0.97 72.451
741388.713 3669654.568 25.64 -2.11 17.04 -0.97 72.444
741389.453 3669654.555 24.12 -2.06 16.84 -0.96 72.441
741389.963 3669654.546 23.34 -2.06 16.22 -0.96 72.439
741390.38 3669654.539 22.36 -2.11 15.83 -0.95 72.437
741391.559 3669654.508 22.4 -2.08 15.79 -0.95 72.412
741392.737 3669654.479 21.81 -2.05 15.16 -0.94 72.384
741393.329 3669654.466 22.05 -2.05 15.16 -0.93 72.365
741393.87 3669654.455 21.85 -2.04 15.36 -0.94 72.347
741394.557 3669654.44 21.97 -2.04 15.28 -0.95 72.325
741395.798 3669654.411 22.75 -2.03 15.36 -0.94 72.318
741396.774 3669654.388 22.71 -1.98 15.48 -0.92 72.31
741397.379 3669654.37 22.16 -1.97 15.67 -0.92 72.292
741397.935 3669654.354 22.05 -1.99 15.16 -0.92 72.276
741398.952 3669654.327 22.44 -1.97 15.63 -0.92 72.246
741399.82 3669654.308 22.67 -1.92 15.71 -0.91 72.221
741401.271 3669654.283 23.69 -1.82 16.88 -0.9 72.187
741402.023 3669654.276 24.55 -1.68 17.35 -0.87 72.178
741402.627 3669654.27 25.99 -1.33 17.78 -0.8 72.17
741403.352 3669654.262 27.52 -0.58 18.8 -0.68 72.163
741404.336 3669654.251 29.23 0.57 21.06 -0.46 72.157
741405.369 3669654.241 32.79 1.72 22.59 -0.33 72.137
741405.828 3669654.236 32.75 1.9 21.26 -0.36 72.122
741406.284 3669654.231 31.27 1.2 19.54 -0.51 72.107
741406.896 3669654.225 28.65 0.28 17.82 -0.65 72.087
741408.156 3669654.174 25.8 -0.5 16.65 -0.75 72.076
741409.155 3669654.132 23.81 -1.07 16.34 -0.82 72.066
741409.694 3669654.109 23.57 -1.37 15.83 -0.87 72.055
741410.23 3669654.086 23.92 -1.63 15.91 -0.91 72.045
741410.723 3669654.065 22.36 -1.78 15.44 -0.92 72.035
741411.538 3669654.05 22.79 -1.82 15.91 -0.94 72.02
741412.918 3669654.039 23.22 -1.88 15.59 -0.95 71.994
741413.552 3669654.035 22.91 -1.92 15.55 -0.96 71.982
741414.093 3669654.032 22.63 -1.96 15.91 -0.96 71.972
741414.828 3669654.028 22.52 -1.96 16.14 -0.95 71.958
741415.735 3669654.021 23.26 -1.97 16.18 -0.95 71.949
741416.756 3669654.011 22.56 -1.98 15.79 -0.95 71.942
741417.495 3669654.002 21.93 -1.97 15.44 -0.94 71.926
741418.019 3669653.996 21.97 -1.91 15.71 -0.95 71.91
741418.546 3669653.989 21.89 -1.89 15.59 -0.95 71.894
741419.028 3669653.983 21.42 -1.91 15.63 -0.96 71.879
741420.822 3669653.938 22.16 -1.94 15.67 -0.96 71.842
741421.747 3669653.91 21.19 -1.94 15.32 -0.93 71.847
741422.135 3669653.898 21.11 -1.96 15.63 -0.94 71.852
741422.664 3669653.882 21.31 -1.92 16.18 -0.94 71.858
741425.057 3669653.814 21.5 -1.94 16.96 -0.95 71.787
741425.104 3669653.814 21.58 -1.94 17.2 -0.95 71.786
741425.559 3669653.814 22.28 -1.96 17.51 -0.96 71.77
741426.151 3669653.815 21.81 -1.98 17.86 -0.98 71.75
741426.696 3669653.815 22.01 -2.02 17.82 -0.99 71.732
741427.514 3669653.803 21.81 -2.05 17.86 -1 71.726
741428.707 3669653.781 22.36 -2.07 18.17 -1.01 71.723
741429.247 3669653.762 22.71 -2.07 18.48 -1.01 71.719
741429.747 3669653.743 22.98 -2.06 18.48 -1.02 71.715
741430.383 3669653.718 23.65 -2.05 18.48 -1.01 71.71
741431.598 3669653.693 23.41 -2.04 18.52 -1 71.704
741432.662 3669653.679 24.04 -2.02 18.33 -0.99 71.7
741433.415 3669653.672 22.79 -1.99 17.9 -0.99 71.685
741434.062 3669653.667 22.83 -2 17.63 -1 71.67
741434.61 3669653.662 22.71 -1.98 17.47 -0.99 71.658
741436.545 3669653.617 22.59 -2 17.2 -0.99 71.651
741436.638 3669653.615 22.98 -2.02 17 -1 71.651
741437.145 3669653.604 22.52 -2.02 17.04 -1 71.646
741437.709 3669653.594 23.02 -2 17.74 -1 71.634
741438.275 3669653.584 24.08 -2.01 18.37 -1.01 71.622
741438.932 3669653.572 24.43 -2.01 19.3 -1.02 71.608
741439.982 3669653.565 24.55 -2.03 19.42 -1.01 71.594
741441.339 3669653.555 26.46 -2.03 20.24 -1.01 71.576
741441.803 3669653.55 25.64 -2.07 20.16 -1.02 71.566
741442.359 3669653.544 26.7 -2.05 20.52 -1.02 71.555
741442.918 3669653.538 27.24 -2.04 20.55 -1.02 71.543
741443.857 3669653.521 26.93 -2.03 20.59 -1.02 71.527
741446.004 3669653.481 27.32 -2 20.79 -1.02 71.504
741446.506 3669653.478 26.77 -2.01 20.59 -1.02 71.503
741447.159 3669653.474 27.83 -2 20.95 -1.02 71.5
741447.948 3669653.466 27.36 -2.02 21.34 -1.02 71.494
741449.822 3669653.437 28.84 -2.04 21.77 -1.03 71.467
741450.437 3669653.421 28.96 -2.05 21.73 -1.01 71.461
741450.995 3669653.405 28.84 -2.04 21.53 -1.01 71.456
741451.456 3669653.393 29.27 -2.04 21.69 -1.01 71.452
741452.081 3669653.38 29.47 -1.99 21.8 -1 71.444
741453.069 3669653.375 29.43 -2.02 21.92 -1.01 71.423
741454.209 3669653.368 28.88 -2.03 21.65 -1 71.402
741454.644 3669653.361 29.35 -2.01 21.88 -1 71.4
741455.42 3669653.35 29.23 -2.01 21.77 -0.99 71.398
741455.954 3669653.342 28.57 -1.99 21.02 -0.98 71.396
741456.918 3669653.325 29.23 -2 21.57 -1 71.369
741458.447 3669653.298 29.51 -1.99 21.88 -0.98 71.31
741459.113 3669653.303 29.59 -1.98 22 -0.99 71.298
741459.638 3669653.306 28.88 -2.03 22.31 -1 71.288
741460.164 3669653.31 29.35 -1.99 22.16 -1 71.278
741460.84 3669653.309 29.16 -1.95 22.39 -0.98 71.263
741462.213 3669653.292 29.12 -1.96 21.61 -0.97 71.223
741463.1 3669653.276 29.43 -1.98 22.39 -0.99 71.204
741463.646 3669653.262 28.3 -1.99 22.08 -1.01 71.196
741464.292 3669653.246 29.39 -1.98 22.66 -1.01 71.187
741464.959 3669653.231 29.9 -2 22.2 -1.02 71.177
741466.472 3669653.209 29.59 -2.03 22 -1.01 71.135
741467.369 3669653.191 29.55 -1.98 22.47 -1.02 71.115
741467.967 3669653.174 29.94 -1.98 22.51 -1.01 71.105
741468.614 3669653.157 29.98 -1.96 22.63 -1.01 71.095
741469.377 3669653.136 30.37 -1.94 23.45 -1.01 71.077
741470.352 3669653.112 30.8 -1.95 23.17 -1.01 71.039
741471.287 3669653.089 31.7 -1.94 23.25 -1.02 71.003
741471.995 3669653.085 30.33 -1.98 22.51 -0.98 70.976
741472.499 3669653.081 30.09 -1.95 23.05 -0.96 70.956
741473.256 3669653.076 30.52 -1.92 22.66 -0.98 70.927
741474.353 3669653.079 30.76 -1.96 22.23 -0.99 70.896
